date,order,unit,qty
1514025269096,bid,18291000,4.01910000
1514025269096,bid,18290000,0.50100000
1514025269096,bid,18287000,0.01150000
1514025269096,bid,18284000,0.34070000
1514025270105,ask,18324000,0.09714855
1514025270105,ask,18328000,0.60020000
1514025270105,ask,18340000,0.04408659
1514025270105,ask,18341000,0.45720000
1514025270105,ask,18348000,0.01710000
1514025270105,ask,18350000,0.98600000
1514025270105,ask,18355000,0.00100000
1514025270105,bid,18318000,0.72360000
1514025270105,bid,18297000,0.99080000
1514025270105,bid,18292000,0.30000000
1514025270105,bid,18291000,4.01910000
1514025270105,bid,18290000,0.50100000
1514025270105,bid,18287000,0.01150000
1514025270105,bid,18284000,0.34070000
1514025271131,ask,18324000,0.09714855
1514025271131,ask,18328000,0.60020000
1514025271131,ask,18340000,0.04408659
1514025271131,ask,18341000,0.45720000
1514025271131,ask,18348000,0.01710000
1514025271131,ask,18350000,0.98600000
1514025271131,ask,18355000,0.00100000
1514025271131,bid,18318000,0.72360000
1514025271131,bid,18297000,0.99080000
1514025271131,bid,18292000,0.30000000
1514025271131,bid,18291000,4.01910000
1514025271131,bid,18290000,0.50100000
1514025271131,bid,18287000,0.01150000
1514025271131,bid,18284000,0.34070000
1514025272114,ask,18324000,0.09714855
1514025272114,ask,18328000,0.60020000
1514025272114,ask,18340000,0.04408659
1514025272114,ask,18341000,0.45720000
1514025272114,ask,18348000,0.01710000
1514025272114,ask,18350000,0.98600000
1514025272114,ask,18355000,0.00100000
1514025272114,bid,18318000,0.72360000
1514025272114,bid,18297000,0.99080000
1514025272114,bid,18292000,0.30000000
1514025272114,bid,18291000,4.01910000
1514025272114,bid,18290000,0.50100000
1514025272114,bid,18287000,0.01150000
1514025272114,bid,18284000,0.34070000
1514025273158,ask,18324000,0.09714855
1514025273158,ask,18328000,0.60020000
1514025273158,ask,18340000,0.04408659
1514025273158,ask,18341000,0.45720000
1514025273158,ask,18348000,0.01710000
1514025273158,ask,18349000,0.39260000
1514025273158,ask,18350000,0.98600000
1514025273158,bid,18318000,0.72360000
1514025273158,bid,18298000,0.20730000
1514025273158,bid,18297000,0.99080000
1514025273158,bid,18292000,0.30000000
1514025273158,bid,18291000,4.01910000
1514025273158,bid,18290000,0.50100000
1514025273158,bid,18287000,0.01150000
1514025274220,ask,18324000,0.09714855
1514025274220,ask,18328000,0.60020000
1514025274220,ask,18340000,0.04408659
1514025274220,ask,18341000,0.45720000
1514025274220,ask,18348000,0.01710000
1514025274220,ask,18349000,0.39260000
1514025274220,ask,18350000,0.98600000
1514025274220,bid,18318000,0.68290000
1514025274220,bid,18300000,0.31330000
1514025274220,bid,18298000,0.20730000
1514025274220,bid,18297000,0.99080000
1514025274220,bid,18292000,0.30000000
1514025274220,bid,18291000,4.01910000
1514025274220,bid,18290000,0.50100000
1514025275255,ask,18328000,0.60020000
1514025275255,ask,18340000,0.04408659
1514025275255,ask,18341000,0.45720000
1514025275255,ask,18348000,0.01710000
1514025275255,ask,18349000,0.39260000
1514025275255,ask,18350000,0.98600000
1514025275255,ask,18355000,0.00100000
1514025275255,bid,18324000,0.07395145
1514025275255,bid,18318000,0.59060000
1514025275255,bid,18300000,0.31330000
1514025275255,bid,18297000,0.99080000
1514025275255,bid,18292000,0.30000000
1514025275255,bid,18291000,4.01910000
1514025275255,bid,18290000,0.50100000
1514025276256,ask,18328000,0.60020000
1514025276256,ask,18340000,0.04408659
1514025276256,ask,18341000,0.45720000
1514025276256,ask,18348000,0.01710000
1514025276256,ask,18349000,0.39260000
1514025276256,ask,18350000,0.98600000
1514025276256,ask,18355000,0.00100000
1514025276256,bid,18324000,0.05765145
1514025276256,bid,18318000,0.59060000
1514025276256,bid,18300000,0.31330000
1514025276256,bid,18297000,0.99080000
1514025276256,bid,18292000,0.30000000
1514025276256,bid,18291000,4.01910000
1514025276256,bid,18290000,0.50100000
1514025277382,ask,18328000,0.60020000
1514025277382,ask,18340000,0.04408659
1514025277382,ask,18341000,0.45720000
1514025277382,ask,18348000,0.01710000
1514025277382,ask,18349000,0.39260000
1514025277382,ask,18350000,0.98600000
1514025277382,ask,18355000,0.00100000
1514025277382,bid,18324000,0.05105145
1514025277382,bid,18318000,0.59060000
1514025277382,bid,18300000,0.31330000
1514025277382,bid,18297000,0.99080000
1514025277382,bid,18292000,0.30000000
1514025277382,bid,18291000,4.01910000
1514025277382,bid,18290000,0.50100000
1514025278297,ask,18328000,0.60020000
1514025278297,ask,18340000,0.04408659
1514025278297,ask,18341000,0.45720000
1514025278297,ask,18348000,0.01710000
1514025278297,ask,18349000,0.39260000
1514025278297,ask,18350000,0.98600000
1514025278297,ask,18355000,0.00100000
1514025278297,bid,18324000,0.05105145
1514025278297,bid,18318000,0.59060000
1514025278297,bid,18300000,0.65770000
1514025278297,bid,18297000,0.99080000
1514025278297,bid,18292000,0.30000000
1514025278297,bid,18291000,4.00000000
1514025278297,bid,18290000,0.50100000
1514025279320,ask,18328000,0.40020000
1514025279320,ask,18340000,0.04408659
1514025279320,ask,18341000,0.45720000
1514025279320,ask,18348000,0.01710000
1514025279320,ask,18349000,0.39260000
1514025279320,ask,18350000,0.98600000
1514025279320,ask,18355000,0.00100000
1514025279320,bid,18324000,0.05105145
1514025279320,bid,18318000,0.59060000
1514025279320,bid,18300000,0.65770000
1514025279320,bid,18297000,0.99080000
1514025279320,bid,18292000,0.30000000
1514025279320,bid,18291000,4.00000000
1514025279320,bid,18290000,0.50100000
1514025280356,ask,18328000,0.40020000
1514025280356,ask,18340000,0.04408659
1514025280356,ask,18341000,0.45720000
1514025280356,ask,18348000,0.01710000
1514025280356,ask,18349000,0.39260000
1514025280356,ask,18350000,0.98600000
1514025280356,ask,18355000,0.00100000
1514025280356,bid,18324000,0.05105145
1514025280356,bid,18318000,0.59060000
1514025280356,bid,18300000,0.65770000
1514025280356,bid,18297000,0.99080000
