name,url,url-href,price_min,price_max,screen_size_cm,chipset,series,cpu,operating_system,ssd,memory,resolution,cpu_speed,memory_type
"엘지전자 그램 PC 15Z960-GA56K","엘지전자 그램 PC 15Z960-GA56K","http://shopping.naver.com/detail/detail.nhn?nv_mid=9278636118&cat_id=50000151&frm=NVSHCHK&query=","1,398,000","1,730,000","39.6","인텔","코어 i5","CPU : i5-6200U(스카이레이크)","운영체제 : 윈도우10","null","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.3GHz","메모리 타입 : DDR3L"
"에이수스 UX390UA-GS048T","에이수스 UX390UA-GS048T","http://shopping.naver.com/detail/detail.nhn?nv_mid=10267482219&cat_id=50000151&frm=NVSHCHK&query=","1,999,000","2,126,660","31.75","인텔","코어 i7","CPU : i7-7500U(카비레이크)","운영체제 : 윈도우10","null","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.7GHz","메모리 타입 : LPDDR3"
"기가바이트 P55K V5 7S11VFL10","기가바이트 P55K V5 7S11VFL10","http://shopping.naver.com/detail/detail.nhn?nv_mid=9293401190&cat_id=50000151&frm=NVSHCHK&query=","1,460,470","1,620,000","15.6","인텔","코어 i7","CPU : i7-6700HQ(스카이레이크)","운영체제 : 윈도우10","null","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.6GHz","메모리 타입 : DDR4"
"엘지전자 올데이 그램 15ZD970-GX50K","엘지전자 올데이 그램 15ZD970-GX50K","http://shopping.naver.com/detail/detail.nhn?nv_mid=10842664731&cat_id=50000151&frm=NVSHCHK&query=","1,376,900","1,529,000","39.6","인텔","코어 i5","CPU : i5-7200U(카비레이크)","운영체제 : 미포함","null","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.5GHz","메모리 타입 : DDR4"
"엘지전자 울트라 PC 그램 14Z950-GT70K","엘지전자 울트라 PC 그램 14Z950-GT70K","http://shopping.naver.com/detail/detail.nhn?nv_mid=8198759653&cat_id=50000151&frm=NVSHCHK&query=","1,245,500","1,969,000","35.56","인텔","코어 i7","CPU : i7-5500U","운영체제 : 윈도우8.1","SSD : 256GB","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.4GHz","메모리 타입 : DDR3L"
"애플 맥북에어 MMGF2KH/A","애플 맥북에어 MMGF2KH/A","http://shopping.naver.com/detail/detail.nhn?nv_mid=9917265990&cat_id=50000151&frm=NVSHCHK&query=","1,025,470","2,240,200","33.78","인텔","코어 i5","null","운영체제 : Mac OS X Yosemite","SSD : 128GB","메모리 용량 : 8GB","해상도 : 1400x900","CPU속도 : 1.6GHz","메모리 타입 : LPDDR3"
"삼성전자 NT110S1R-K15WS","삼성전자 NT110S1R-K15WS","http://shopping.naver.com/detail/detail.nhn?nv_mid=10245504993&cat_id=50000151&frm=NVSHCHK&query=","389,000","613,620","29.5","인텔","셀러론 듀얼코어","CPU : N3060","운영체제 : 미포함","SSD : 128GB","메모리 용량 : 4GB","해상도 : 1366x768","CPU속도 : 1.6GHz","메모리 타입 : DDR3L"
"에이수스 ROG GX700VO-GC009T","에이수스 ROG GX700VO-GC009T","http://shopping.naver.com/detail/detail.nhn?nv_mid=10123575032&cat_id=50000151&frm=NVSHCHK&query=","3,876,520","5,610,240","43.94","인텔","코어 i7","CPU : i7-6820HK(스카이레이크)","운영체제 : 윈도우10","null","메모리 용량 : 32GB","해상도 : 1920x1080","CPU속도 : 2.7GHz","메모리 타입 : DDR4"
"레노버 아이디어패드 110-15IBR-80T70022KR","레노버 아이디어패드 110-15IBR-80T70022KR","http://shopping.naver.com/detail/detail.nhn?nv_mid=9907110858&cat_id=50000151&frm=NVSHCHK&query=","295,350","494,920","39.6","인텔","셀러론 듀얼코어","CPU : N3060","운영체제 : 미포함","SSD : 128GB","메모리 용량 : 4GB","해상도 : 1366x768","CPU속도 : 1.6GHz","메모리 타입 : DDR3L"
"삼성전자 노트북5 NT500R5H-L35S","삼성전자 노트북5 NT500R5H-L35S","http://shopping.naver.com/detail/detail.nhn?nv_mid=9279171012&cat_id=50000151&frm=NVSHCHK&query=","721,000","1,753,200","39.6","인텔","코어 i3","CPU : i3-5005U","운영체제 : 윈도우10","SSD : 128GB","메모리 용량 : 4GB","해상도 : 1920x1080","CPU속도 : 2.0GHz","메모리 타입 : LPDDR3"
"HP 파빌리온 15-AK010TX","HP 파빌리온 15-AK010TX","http://shopping.naver.com/detail/detail.nhn?nv_mid=9100707919&cat_id=50000151&frm=NVSHCHK&query=","1,349,000","1,839,890","39.62","인텔","코어 i7","CPU : i7-6700HQ(스카이레이크)","운영체제 : 윈도우10","null","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.6GHz","메모리 타입 : DDR3L"
"엘지전자 울트라 PC 15UD470-GX50K","엘지전자 울트라 PC 15UD470-GX50K","http://shopping.naver.com/detail/detail.nhn?nv_mid=10715856115&cat_id=50000151&frm=NVSHCHK&query=","898,900","979,900","39.6","인텔","코어 i5","CPU : i5-7200U(카비레이크)","운영체제 : 미포함","null","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.5GHz","메모리 타입 : DDR4"
"엘지전자 울트라 PC 15U340-LR30K","엘지전자 울트라 PC 15U340-LR30K","http://shopping.naver.com/detail/detail.nhn?nv_mid=9363814160&cat_id=50000151&frm=NVSHCHK&query=","541,480","657,340","39.62","인텔","팬티엄 쿼드-코어","CPU : N3540","운영체제 : 윈도우8.1","null","메모리 용량 : 4GB","해상도 : 1366x768","CPU속도 : 2.16GHz","메모리 타입 : DDR3L"
"삼성전자 노트북9 metal NT900X5P-KD2WS","삼성전자 노트북9 metal NT900X5P-KD2WS","http://shopping.naver.com/detail/detail.nhn?nv_mid=9777148350&cat_id=50000151&frm=NVSHCHK&query=","698,000","1,157,990","38.1","인텔","펜티엄 듀얼-코어","CPU : 4405U","운영체제 : 미포함","SSD : 128GB","메모리 용량 : 4GB","해상도 : 1920x1080","CPU속도 : 2.1GHz","메모리 타입 : LPDDR3"
"엘지전자 PC그램 14Z960-GA5NK","엘지전자 PC그램 14Z960-GA5NK","http://shopping.naver.com/detail/detail.nhn?nv_mid=9303589019&cat_id=50000151&frm=NVSHCHK&query=","1,154,840","2,076,230","35.56","인텔","코어 i5","CPU : i5-6200U(스카이레이크)","운영체제 : 윈도우10","null","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.3GHz","메모리 타입 : DDR3L"
"HP 파빌리온 X2 10-N144TU","HP 파빌리온 X2 10-N144TU","http://shopping.naver.com/detail/detail.nhn?nv_mid=9799172262&cat_id=50000151&frm=NVSHCHK&query=","359,000","467,630","25.7","인텔","아톰","CPU : x5-Z8300","운영체제 : 윈도우10","SSD : 32GB","메모리 용량 : 2GB","해상도 : 1280x800","CPU속도 : 1.4GHz","메모리 타입 : DDR3L"
"엘지전자 울트라 PC 15UD470-KX50K","엘지전자 울트라 PC 15UD470-KX50K","http://shopping.naver.com/detail/detail.nhn?nv_mid=10700840415&cat_id=50000151&frm=NVSHCHK&query=","998,900","1,200,000","39.6","인텔","코어 i5","CPU : i5-7200U(카비레이크)","운영체제 : 미포함","null","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.5GHz","메모리 타입 : DDR4"
"삼성전자 노트북9 metal NT900X3W-K58S","삼성전자 노트북9 metal NT900X3W-K58S","http://shopping.naver.com/detail/detail.nhn?nv_mid=10542061733&cat_id=50000151&frm=NVSHCHK&query=","1,117,300","2,037,000","33.7","인텔","코어 i5","CPU : i5-7200U(카비레이크)","운영체제 : 미포함","SSD : 256GB","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.5GHz","메모리 타입 : LPDDR3"
"삼성전자 노트북8 NT870Z5G-X72S","삼성전자 노트북8 NT870Z5G-X72S","http://shopping.naver.com/detail/detail.nhn?nv_mid=8703760797&cat_id=50000151&frm=NVSHCHK&query=","1,155,000","2,859,000","39.6","인텔","코어 i7","CPU : i7-4720HQ","운영체제 : 윈도우8.1","SSD : 256GB","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.6GHz","메모리 타입 : DDR3L"
"엘지전자 그램 PC 15ZD960-GX7TK","엘지전자 그램 PC 15ZD960-GX7TK","http://shopping.naver.com/detail/detail.nhn?nv_mid=9722505091&cat_id=50000151&frm=NVSHCHK&query=","1,349,170","1,990,000","39.6","인텔","코어 i7","CPU : i7-6500U(스카이레이크)","운영체제 : 미포함","null","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.5GHz","메모리 타입 : DDR3L"
"프리미엄게이밍/중고노트북/3세대CPU/삼성/LG/HP/I3/I5","프리미엄게이밍/중고노트북/3세대CPU/삼성/LG/HP/I3/I5","http://cr2.shopping.naver.com/adcr.nhn?x=%2Bn5KWlziETVaDnLZ82y0Vf%2F%2F%2Fw%3D%3DsGAXwxv7Us11hNhwgbEDmA66zn29skTg4jP1%2FAw7Z%2BBE087dQo6S%2FaggV2%2BBcahVBE6W3lURev2GUjL2TOk6IDp%2FHcV%2B6Tbk17GNJr3Qxjfi26tiZyx6fbNAXUGTT1E7JZsedohdvJ3w1nKDAjIuf3qAb7qWwAUAaFXmwYSYm2%2BqyZGHWHmQFuyibv7icqPI4WkIhB6Y8M9HaXQQ66v2hU9%2FMkm1ZpZiHd2NFtoO6AH0d3yATD2XOX5EoU%2FgBS2e0RulsZi%2BiZSyUNeSAjgCSwUgW%2BfG4jOmYoq%2Fv41oLUx4spO%2FGEJ%2BpDyzRtfCdoeXgw2tTQsjurh9nh%2BuEqi9A1RoU2cVBCpJGek%2BW7ec9pd%2B50a4MFrwr3fUW%2B4dyMOU9t0RggEMGG5hH74ZWfd9%2Fa7u6ppqktMIy2f9SGQv0xOEyPG4zjjPeVM4rj33rXsYzTnuqa9X%2Fe0A%2B8YYtzsP8n72yS9U98hAVa5Kol7FRVn2lmPEO78BgjrjVsbSjWt%2FKID71ym1KDPsFGBkC9THfNU1vQ7OaIYMOAT38lWJXfwBDZaylFe4zbjNdN0Zc3JPSFhGLZQdpqrTz5TYzEEgiTg%3D%3D&nv_mid=7722423664&cat_id=50000151","329,000","null","null","null","null","null","null","null","null","null","null","null"
"엘지전자 올데이 그램 15ZD970-GX3SK","엘지전자 올데이 그램 15ZD970-GX3SK","http://shopping.naver.com/detail/detail.nhn?nv_mid=10841874133&cat_id=50000151&frm=NVSHCHK&query=","1,269,000","null","39.6","인텔","코어 i3","CPU : i3-7100U(카비레이크)","운영체제 : 미포함","null","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.4GHz","메모리 타입 : DDR4"
"레노버 아이디어패드 300-15 Prime","레노버 아이디어패드 300-15 Prime","http://shopping.naver.com/detail/detail.nhn?nv_mid=10687664900&cat_id=50000151&frm=NVSHCHK&query=","328,000","419,490","39.6","인텔","팬티엄 쿼드-코어","CPU : N3700","운영체제 : 미포함","SSD : 128GB","메모리 용량 : 4GB","해상도 : 1920x1080","CPU속도 : 1.6GHz","메모리 타입 : DDR3L"
"삼성전자 노트북5 NT500R5L-M54S","삼성전자 노트북5 NT500R5L-M54S","http://shopping.naver.com/detail/detail.nhn?nv_mid=9777021332&cat_id=50000151&frm=NVSHCHK&query=","959,000","1,615,000","39.6","인텔","코어 i5","CPU : i5-6200U(스카이레이크)","운영체제 : 윈도우10","SSD : 128GB","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.3GHz","메모리 타입 : DDR4"
"삼성전자 NT370E4Q-KD3S","삼성전자 NT370E4Q-KD3S","http://shopping.naver.com/detail/detail.nhn?nv_mid=10401744186&cat_id=50000151&frm=NVSHCHK&query=","358,000","680,060","35.6","인텔","팬티엄 쿼드-코어","CPU : N3540","운영체제 : 미포함","null","메모리 용량 : 4GB","해상도 : 1366x768","CPU속도 : 2.16GHz","메모리 타입 : DDR3L"
"레노버 아이디어패드 510S-i5 Wine SSD 128GB","레노버 아이디어패드 510S-i5 Wine SSD 128GB","http://shopping.naver.com/detail/detail.nhn?nv_mid=9885892529&cat_id=50000151&frm=NVSHCHK&query=","629,000","778,230","33.8","인텔","코어 i5","CPU : i5-6200U(스카이레이크)","운영체제 : 미포함","SSD : 128GB","메모리 용량 : 4GB","해상도 : 1920x1080","CPU속도 : 2.3GHz","메모리 타입 : DDR3L"
"엘지전자 울트라 PC 15U560-GR30K","엘지전자 울트라 PC 15U560-GR30K","http://shopping.naver.com/detail/detail.nhn?nv_mid=9740313528&cat_id=50000151&frm=NVSHCHK&query=","874,630","1,348,010","39.6","인텔","코어 i3","CPU : i3-6100U(스카이레이크)","운영체제 : 윈도우10","SSD : 128GB","메모리 용량 : 4GB","해상도 : 1920x1080","CPU속도 : 2.3GHz","메모리 타입 : DDR3L"
"레노버 100-15 80QQ000SKR","레노버 100-15 80QQ000SKR","http://shopping.naver.com/detail/detail.nhn?nv_mid=8846030550&cat_id=50000151&frm=NVSHCHK&query=","399,000","614,280","39.62","인텔","코어 i3","CPU : i3-5005U","운영체제 : 미포함","null","메모리 용량 : 4GB","해상도 : 1366x768","CPU속도 : 2.0GHz","메모리 타입 : DDR3L"
"엘지전자 울트라 PC 15UD340-LX2CK","엘지전자 울트라 PC 15UD340-LX2CK","http://shopping.naver.com/detail/detail.nhn?nv_mid=8535546055&cat_id=50000151&frm=NVSHCHK&query=","375,450","504,540","39.62","인텔","셀러론 듀얼코어","CPU : N2840","운영체제 : 미포함","null","메모리 용량 : 4GB","해상도 : 1366x768","CPU속도 : 2.16GHz","메모리 타입 : DDR3L"
"엘지전자 울트라 PC 그램 13ZD950-LX20K","엘지전자 울트라 PC 그램 13ZD950-LX20K","http://shopping.naver.com/detail/detail.nhn?nv_mid=8535270926&cat_id=50000151&frm=NVSHCHK&query=","775,800","1,030,000","33.78","인텔","펜티엄","CPU : 3805U","운영체제 : 미포함","SSD : 128GB","메모리 용량 : 4GB","해상도 : 1920x1080","CPU속도 : 1.9GHz","메모리 타입 : DDR3L"
"엘지전자 그램 PC 15ZD960-GX76K","엘지전자 그램 PC 15ZD960-GX76K","http://shopping.naver.com/detail/detail.nhn?nv_mid=10081318863&cat_id=50000151&frm=NVSHCHK&query=","1,415,550","1,760,700","39.6","인텔","코어 i7","CPU : i7-6500U(스카이레이크)","운영체제 : 미포함","null","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.5GHz","메모리 타입 : DDR3L"
"엘지전자 울트라PC 15UD560-GX51K","엘지전자 울트라PC 15UD560-GX51K","http://shopping.naver.com/detail/detail.nhn?nv_mid=9334554038&cat_id=50000151&frm=NVSHCHK&query=","706,900","939,910","39.6","인텔","코어 i5","CPU : i5-6200U(스카이레이크)","운영체제 : 미포함","null","메모리 용량 : 8GB","해상도 : 1366x768","CPU속도 : 2.3GHz","메모리 타입 : DDR3L"
"레노버 아이디어패드 310-15IKB 80TV00A4KR","레노버 아이디어패드 310-15IKB 80TV00A4KR","http://shopping.naver.com/detail/detail.nhn?nv_mid=10650450103&cat_id=50000151&frm=NVSHCHK&query=","577,900","578,000","39.6","인텔","코어 i5","CPU : i5-7200U(카비레이크)","운영체제 : 미포함","SSD : 128GB","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.5GHz","메모리 타입 : DDR4"
"삼성전자 노트북9 Lite NT905S3K-K43W","삼성전자 노트북9 Lite NT905S3K-K43W","http://shopping.naver.com/detail/detail.nhn?nv_mid=8196234517&cat_id=50000151&frm=NVSHCHK&query=","710,000","2,435,000","33.7","AMD","쿼드 코어","null","운영체제 : 윈도우8.1","SSD : 128GB","메모리 용량 : 4GB","해상도 : 1920x1080","CPU속도 : 1.8GHz","메모리 타입 : DDR3L"
"삼성전자 노트북9 metal NT900X5P-KD3WS","삼성전자 노트북9 metal NT900X5P-KD3WS","http://shopping.naver.com/detail/detail.nhn?nv_mid=9777119246&cat_id=50000151&frm=NVSHCHK&query=","950,110","1,362,630","38.1","인텔","코어 i3","CPU : i3-6100U(스카이레이크)","운영체제 : 미포함","SSD : 256GB","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.3GHz","메모리 타입 : LPDDR3"
"DELL 인스피론 15 7559 D723I7559302KR","DELL 인스피론 15 7559 D723I7559302KR","http://shopping.naver.com/detail/detail.nhn?nv_mid=9907109568&cat_id=50000151&frm=NVSHCHK&query=","849,000","967,030","39.62","인텔","코어 i5","CPU : i5-6300HQ(스카이레이크)","운영체제 : 미포함","SSD : 256GB","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.3GHz","메모리 타입 : DDR3L"
"레노버 700-i5 Quad","레노버 700-i5 Quad","http://shopping.naver.com/detail/detail.nhn?nv_mid=9279099716&cat_id=50000151&frm=NVSHCHK&query=","669,000","999,000","39.62","인텔","코어 i5","CPU : i5-6300HQ(스카이레이크)","운영체제 : 미포함","null","메모리 용량 : 4GB","해상도 : 1920x1080","CPU속도 : 2.3GHz","null"
"삼성전자 노트북9 metal NT900X5W-K58WS","삼성전자 노트북9 metal NT900X5W-K58WS","http://shopping.naver.com/detail/detail.nhn?nv_mid=10547547967&cat_id=50000151&frm=NVSHCHK&query=","1,196,000","2,900,000","38.1","인텔","코어 i5","CPU : i5-7200U(카비레이크)","운영체제 : 미포함","SSD : 256GB","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.5GHz","메모리 타입 : LPDDR3"
"기가바이트 P34K V5 7S11VFL10","기가바이트 P34K V5 7S11VFL10","http://shopping.naver.com/detail/detail.nhn?nv_mid=9265862702&cat_id=50000151&frm=NVSHCHK&query=","1,511,690","1,629,600","35.56","인텔","코어 i7","CPU : i7-6700HQ(스카이레이크)","운영체제 : 윈도우10","null","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.6GHz","메모리 타입 : DDR4"
"엘지전자 그램 PC 13ZD950-GX56K","엘지전자 그램 PC 13ZD950-GX56K","http://shopping.naver.com/detail/detail.nhn?nv_mid=9274767289&cat_id=50000151&frm=NVSHCHK&query=","967,900","1,323,900","33.7","인텔","코어 i5","CPU : i5-5200U","운영체제 : 미포함","SSD : 256GB","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.2GHz","메모리 타입 : DDR3L"
"엘지전자 그램 PC 15ZD960-GX5GK","엘지전자 그램 PC 15ZD960-GX5GK","http://shopping.naver.com/detail/detail.nhn?nv_mid=9278985912&cat_id=50000151&frm=NVSHCHK&query=","1,196,800","2,500,000","39.62","인텔","코어 i5","CPU : i5-6200U(스카이레이크)","운영체제 : 미포함","SSD : 256GB","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.3GHz","메모리 타입 : DDR3L"
"한성컴퓨터 XF56 BossMonster Lv.61","한성컴퓨터 XF56 BossMonster Lv.61","http://shopping.naver.com/detail/detail.nhn?nv_mid=9228178765&cat_id=50000151&frm=NVSHCHK&query=","722,490","914,900","39.62","인텔","코어 i5","CPU : i5-6300HQ(스카이레이크)","운영체제 : 미포함","null","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.3GHz","메모리 타입 : DDR3L"
"삼성전자 노트북9 metal NT900X5L-K24S","삼성전자 노트북9 metal NT900X5L-K24S","http://shopping.naver.com/detail/detail.nhn?nv_mid=9258654470&cat_id=50000151&frm=NVSHCHK&query=","859,000","1,948,000","38.1","인텔","펜티엄 듀얼-코어","CPU : 4405U","운영체제 : 윈도우10","SSD : 128GB","메모리 용량 : 4GB","해상도 : 1920x1080","CPU속도 : 2.1GHz","메모리 타입 : LPDDR3"
"삼성전자 노트북9 metal NT900X3L-K24P","삼성전자 노트북9 metal NT900X3L-K24P","http://shopping.naver.com/detail/detail.nhn?nv_mid=9258631884&cat_id=50000151&frm=NVSHCHK&query=","869,340","1,948,000","33.7","인텔","펜티엄 듀얼-코어","CPU : 4405U","운영체제 : 윈도우10","SSD : 128GB","메모리 용량 : 4GB","해상도 : 1920x1080","CPU속도 : 2.1GHz","메모리 타입 : DDR3"
"HP 파빌리온 15-AU508TX","HP 파빌리온 15-AU508TX","http://shopping.naver.com/detail/detail.nhn?nv_mid=10047619470&cat_id=50000151&frm=NVSHCHK&query=","721,760","957,460","39.62","인텔","코어 i5","CPU : i5-6200U(스카이레이크)","운영체제 : 미포함","null","메모리 용량 : 4GB","해상도 : 1920x1080","CPU속도 : 2.3GHz","메모리 타입 : DDR4"
"삼성전자 노트북5 NT500R5K-K33S","삼성전자 노트북5 NT500R5K-K33S","http://shopping.naver.com/detail/detail.nhn?nv_mid=8198760544&cat_id=50000151&frm=NVSHCHK&query=","700,600","1,410,000","39.6","인텔","코어 i3","CPU : i3-5005U","운영체제 : 윈도우8.1","SSD : 128GB","메모리 용량 : 4GB","해상도 : 1920x1080","CPU속도 : 2.0GHz","메모리 타입 : DDR3L"
"애플 맥북프로 MF840KH/A","애플 맥북프로 MF840KH/A","http://shopping.naver.com/detail/detail.nhn?nv_mid=8549313669&cat_id=50000151&frm=NVSHCHK&query=","1,577,000","2,870,000","33.78","인텔","코어 i5","null","운영체제 : Mac OS X Yosemite","SSD : 256GB","메모리 용량 : 8GB","해상도 : 2560x1600","CPU속도 : 2.7GHz","메모리 타입 : LPDDR3"
"ASUS 트랜스포머 북 T100/쿼드코어Z3735/1G/32GB/10.1인치 IPS 터치/키보드독/아수스 T100TAF","ASUS 트랜스포머 북 T100/쿼드코어Z3735/1G/32GB/10.1인치 IPS 터치/키보드독/아수스 T100TAF","http://cr2.shopping.naver.com/adcr.nhn?x=VBvWYyCOqiabEBjW9uhZRv%2F%2F%2Fw%3D%3Dsc7r9fExoj%2FeezxVveUCMk34rp17qUcmdyhMKayBeUkc9eTPiJLMVTeDgH5CxRWcvpA78iIqNVckkG8Vz9tN5Ql0OoBEvnBRBArDFehPzfu4mMene%2Fxz8KGG4MLLoxB8fQLskvQjIZ40CDOjP1skPd2rzEMQ8uuqN%2BuTfmtCpsbWOECb%2BD6Lix4LnoJYrHTBdyyfwAnEre7ddqCKdoIUiYPATspDk7F43LRAacBCwI4gJdLYt4q8p2tBHtPTxVPZplr2MJibGuG71Ivr98%2FRFYS3cDQosRlq2vuVtmOyZFRGf92yHlPfiFTIpwj2wxQBPivkuoQLyD%2BqwFsy1r7FmMC3EScO2WYq1nZSsSQREyGdbOkkmMPSGJBBPrphsHcm1O51YJqwfF2spKLuAwhTlEWI4N8jQAxgZuFKMO8aWktZhK%2BPoIGVJaV9yOqHevZplnAUMtBOW9KffwVyRRn1y3fsIrd2gYHV1iQo1IMiml0gETrtVKh0ZTNt0ya7W%2Fjb5it6aFYqloVG1VkJgKOyM8B4gFyU1xxetdbkG1qJzQ60wQx3XTTN7qio7lpalpxoXQ3oYXJ3puTZPopt5l0E52KJ4l3KRVy866sZFVCQcD1g%3D&nv_mid=10388577284&cat_id=50000151","167,000","null","null","null","null","null","null","null","null","null","null","null"
"한성컴퓨터 P56 MGA700","한성컴퓨터 P56 MGA700","http://shopping.naver.com/detail/detail.nhn?nv_mid=9079343909&cat_id=50000151&frm=NVSHCHK&query=","499,000","530,850","39.62","인텔","코어 i3","CPU : i3-6100H","운영체제 : 미포함","null","메모리 용량 : 4GB","해상도 : 1920x1080","CPU속도 : 2.7GHz","메모리 타입 : DDR3L"
"에이서 ASPIRE E5-575G MASTER","에이서 ASPIRE E5-575G MASTER","http://shopping.naver.com/detail/detail.nhn?nv_mid=9764741519&cat_id=50000151&frm=NVSHCHK&query=","677,000","832,770","39.6","인텔","코어 i5","CPU : i5-6200U(스카이레이크)","운영체제 : 미포함","null","메모리 용량 : 4GB","해상도 : 1920x1080","CPU속도 : 2.3GHz","메모리 타입 : DDR4"
"엘지전자 올데이 그램 15ZD970-GX70K","엘지전자 올데이 그램 15ZD970-GX70K","http://shopping.naver.com/detail/detail.nhn?nv_mid=10829192731&cat_id=50000151&frm=NVSHCHK&query=","1,578,900","1,635,800","39.6","인텔","코어 i7","CPU : i7-7500U(카비레이크)","운영체제 : 미포함","null","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.7GHz","메모리 타입 : DDR4"
"에이수스 ROG GL552VW-CN530","에이수스 ROG GL552VW-CN530","http://shopping.naver.com/detail/detail.nhn?nv_mid=10201853124&cat_id=50000151&frm=NVSHCHK&query=","1,298,000","1,775,820","39.62","인텔","코어 i7","CPU : i7-6700HQ(스카이레이크)","운영체제 : 미포함","null","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.6GHz","메모리 타입 : DDR4"
"삼성전자 노트북9 Lite NT910S3P-K38S","삼성전자 노트북9 Lite NT910S3P-K38S","http://shopping.naver.com/detail/detail.nhn?nv_mid=8322433666&cat_id=50000151&frm=NVSHCHK&query=","713,200","2,425,000","33.7","인텔","코어 i3","CPU : i3-5005U","운영체제 : 미포함","SSD : 128GB","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.0GHz","메모리 타입 : LPDDR3"
"삼성전자 노트북9 Lite NT910S3Q-KD2S","삼성전자 노트북9 Lite NT910S3Q-KD2S","http://shopping.naver.com/detail/detail.nhn?nv_mid=9545079997&cat_id=50000151&frm=NVSHCHK&query=","547,000","925,300","33.7","인텔","펜티엄 듀얼-코어","CPU : 4405U","운영체제 : 미포함","SSD : 128GB","메모리 용량 : 4GB","해상도 : 1920x1080","CPU속도 : 2.1GHz","메모리 타입 : LPDDR3"
"레노버 싱크패드 P70 20ESA021KR","레노버 싱크패드 P70 20ESA021KR","http://shopping.naver.com/detail/detail.nhn?nv_mid=9970029502&cat_id=50000151&frm=NVSHCHK&query=","6,195,200","7,925,000","43.94","인텔","Xeon","CPU : E3-1505M v5","운영체제 : 원도우7 프로","null","메모리 용량 : 32GB","해상도 : 3840x2160","CPU속도 : 2.8GHz","메모리 타입 : DDR4"
"엘지전자 울트라 PC 15U560-KA70K","엘지전자 울트라 PC 15U560-KA70K","http://shopping.naver.com/detail/detail.nhn?nv_mid=9344910402&cat_id=50000151&frm=NVSHCHK&query=","1,485,500","2,094,590","39.62","인텔","코어 i7","CPU : i7-6500U(스카이레이크)","운영체제 : 윈도우10","SSD : 128GB","메모리 용량 : 8GB","해상도 : 3840x2160","CPU속도 : 2.5GHz","메모리 타입 : DDR3L"
"애플 맥북프로 MGX82KH/A","애플 맥북프로 MGX82KH/A","http://shopping.naver.com/detail/detail.nhn?nv_mid=7884691788&cat_id=50000151&frm=NVSHCHK&query=","1,615,240","3,069,000","33.78","인텔","코어 i5","null","운영체제 : Mac OS X Mavericks","SSD : 256GB","메모리 용량 : 8GB","해상도 : 2560x1600","CPU속도 : 2.6GHz","메모리 타입 : DDR3L"
"엘지전자 그램 PC 14ZD960-GX58K","엘지전자 그램 PC 14ZD960-GX58K","http://shopping.naver.com/detail/detail.nhn?nv_mid=9273972342&cat_id=50000151&frm=NVSHCHK&query=","1,198,000","1,490,000","35.56","인텔","코어 i5","CPU : i5-6200U(스카이레이크)","운영체제 : 미포함","SSD : 256GB","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.3GHz","메모리 타입 : DDR3L"
"기가바이트 P55W V6 Dual Lite","기가바이트 P55W V6 Dual Lite","http://shopping.naver.com/detail/detail.nhn?nv_mid=10285731459&cat_id=50000151&frm=NVSHCHK&query=","1,671,100","1,852,000","39.62","인텔","코어 i7","CPU : i7-6700HQ(스카이레이크)","운영체제 : 미포함","null","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.6GHz","메모리 타입 : DDR4"
