name,url,url-href,price_min,price_max,screen_size_cm,chipset,series,cpu,operating_system,ssd,memory,resolution,cpu_speed,memory_type
"엘지전자 PC그램 13ZD950-GX3AK","엘지전자 PC그램 13ZD950-GX3AK","http://shopping.naver.com/detail/detail.nhn?nv_mid=9278628242&cat_id=50000151&frm=NVSHCHK&query=","908,950","1,290,000","33.78","인텔","코어 i3","CPU : i3-5005U","운영체제 : 미포함","null","메모리 용량 : 4GB","해상도 : 1920x1080","CPU속도 : 2.0GHz","메모리 타입 : DDR3L"
"아이뮤즈 StormBook 14","아이뮤즈 StormBook 14","http://shopping.naver.com/detail/detail.nhn?nv_mid=9469655514&cat_id=50000151&frm=NVSHCHK&query=","239,000","259,000","35.81","인텔","아톰","null","운영체제 : 윈도우10","SSD : 64GB","메모리 용량 : 2GB","해상도 : 1366x768","null","메모리 타입 : DDR3L"
"MSI GL62 6QE-i5 1TB + SSD 128GB","MSI GL62 6QE-i5 1TB + SSD 128GB","http://shopping.naver.com/detail/detail.nhn?nv_mid=9685635237&cat_id=50000151&frm=NVSHCHK&query=","989,000","null","39.62","인텔","코어 i5","CPU : i5-6300HQ(스카이레이크)","운영체제 : 미포함","null","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.3GHz","메모리 타입 : DDR4"
"에이수스 G752VS-GC035T","에이수스 G752VS-GC035T","http://shopping.naver.com/detail/detail.nhn?nv_mid=10218392123&cat_id=50000151&frm=NVSHCHK&query=","2,748,000","2,749,000","43.94","인텔","코어 i7","CPU : i7-6700HQ(스카이레이크)","운영체제 : 윈도우10","null","메모리 용량 : 16GB","해상도 : 1920x1080","CPU속도 : 2.6GHz","메모리 타입 : DDR4"
"삼성전자 노트북5 NT500R5P-ZD5S","삼성전자 노트북5 NT500R5P-ZD5S","http://shopping.naver.com/detail/detail.nhn?nv_mid=10035453396&cat_id=50000151&frm=NVSHCHK&query=","832,000","1,168,800","39.6","인텔","코어 i5","CPU : i5-6200U(스카이레이크)","운영체제 : 미포함","SSD : 128GB","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.3GHz","메모리 타입 : DDR4"
"삼성전자 노트북9 metal NT900X3L-K24W","삼성전자 노트북9 metal NT900X3L-K24W","http://shopping.naver.com/detail/detail.nhn?nv_mid=9641446921&cat_id=50000151&frm=NVSHCHK&query=","954,900","2,035,900","13.3","인텔","펜티엄 듀얼-코어","CPU : 4405U","운영체제 : 윈도우10","SSD : 128GB","메모리 용량 : 4GB","해상도 : 1920x1080","CPU속도 : 2.1GHz","메모리 타입 : LPDDR3"
"삼성전자 노트북9 metal NT900X3L-K78S","삼성전자 노트북9 metal NT900X3L-K78S","http://shopping.naver.com/detail/detail.nhn?nv_mid=9266409691&cat_id=50000151&frm=NVSHCHK&query=","1,494,600","1,990,000","33.7","인텔","코어 i7","CPU : i7-6500U(스카이레이크)","운영체제 : 윈도우10","SSD : 256GB","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.5GHz","메모리 타입 : LPDDR3"
"기가바이트 P57W V6 Dual WIN10","기가바이트 P57W V6 Dual WIN10","http://shopping.naver.com/detail/detail.nhn?nv_mid=10286024656&cat_id=50000151&frm=NVSHCHK&query=","1,877,560","2,070,000","43.94","인텔","코어 i7","CPU : i7-6700HQ(스카이레이크)","운영체제 : 윈도우10","null","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.6GHz","메모리 타입 : DDR4"
"레노버 아이디어패드 500S-14ISK 80Q3000EKR SSD 128GB","레노버 아이디어패드 500S-14ISK 80Q3000EKR SSD 128GB","http://shopping.naver.com/detail/detail.nhn?nv_mid=9139866775&cat_id=50000151&frm=NVSHCHK&query=","629,000","690,430","35.56","인텔","코어 i5","CPU : i5-6200U(스카이레이크)","운영체제 : 미포함","SSD : 128GB","메모리 용량 : 4GB","해상도 : 1920x1080","CPU속도 : 2.3GHz","메모리 타입 : DDR3L"
"애플 맥북 MC700KH/A","애플 맥북 MC700KH/A","http://shopping.naver.com/detail/detail.nhn?nv_mid=5736501240&cat_id=50000151&frm=NVSHCHK&query=","629,000","null","33.8","인텔","코어 i5","CPU : i5-2410M","운영체제 : MAC OS","null","메모리 용량 : 4GB","해상도 : 1280x800","CPU속도 : 2.3GHz","메모리 타입 : DDR3"
"삼성전자 노트북9 Lite NT910S3L-K38S","삼성전자 노트북9 Lite NT910S3L-K38S","http://shopping.naver.com/detail/detail.nhn?nv_mid=9669451717&cat_id=50000151&frm=NVSHCHK&query=","825,220","1,009,990","33.7","인텔","코어 i3","CPU : i3-6100U(스카이레이크)","운영체제 : 윈도우10","SSD : 128GB","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.3GHz","메모리 타입 : LPDDR3"
"엘지전자 그램 PC 15ZD960-GX36K","엘지전자 그램 PC 15ZD960-GX36K","http://shopping.naver.com/detail/detail.nhn?nv_mid=9655130127&cat_id=50000151&frm=NVSHCHK&query=","951,900","1,759,400","39.6","인텔","코어 i3","CPU : i3-6100U(스카이레이크)","운영체제 : 미포함","SSD : 256GB","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.3GHz","메모리 타입 : DDR3L"
"삼성전자 노트북3 NT300E5Q-KD3S","삼성전자 노트북3 NT300E5Q-KD3S","http://shopping.naver.com/detail/detail.nhn?nv_mid=10423982931&cat_id=50000151&frm=NVSHCHK&query=","529,000","974,000","39.6","인텔","코어 i3","CPU : i3-5005U","운영체제 : 미포함","null","메모리 용량 : 4GB","해상도 : 1366x768","CPU속도 : 2.0GHz","메모리 타입 : DDR3L"
"엘지전자 울트라 PC 15UD470-GX51K","엘지전자 울트라 PC 15UD470-GX51K","http://shopping.naver.com/detail/detail.nhn?nv_mid=10700850992&cat_id=50000151&frm=NVSHCHK&query=","792,600","1,442,600","39.6","인텔","코어 i5","CPU : i5-7200U(카비레이크)","운영체제 : 미포함","null","메모리 용량 : 8GB","해상도 : 1366x768","CPU속도 : 2.5GHz","메모리 타입 : DDR4"
"에이서 ASPIRE 스위치 알파 12 SA5-271-53LN","에이서 ASPIRE 스위치 알파 12 SA5-271-53LN","http://shopping.naver.com/detail/detail.nhn?nv_mid=10035563000&cat_id=50000151&frm=NVSHCHK&query=","1,243,600","1,406,460","30.48","인텔","코어 i5","CPU : i5-6200U(스카이레이크)","운영체제 : 윈도우10","null","메모리 용량 : 8GB","해상도 : 2160x1440","CPU속도 : 2.3GHz","메모리 타입 : DDR3"
"삼성전자 노트북9 NT900X3K-K87S","삼성전자 노트북9 NT900X3K-K87S","http://shopping.naver.com/detail/detail.nhn?nv_mid=8711867872&cat_id=50000151&frm=NVSHCHK&query=","1,188,000","3,102,000","33.7","인텔","코어 i7","CPU : i7-5500U","운영체제 : 윈도우10","SSD : 256GB","메모리 용량 : 8GB","해상도 : 3200x1800","CPU속도 : 2.4GHz","메모리 타입 : DDR3"
"엘지전자 그램 PC 15Z960-GA5NK","엘지전자 그램 PC 15Z960-GA5NK","http://shopping.naver.com/detail/detail.nhn?nv_mid=10081478562&cat_id=50000151&frm=NVSHCHK&query=","1,181,920","2,259,680","39.6","인텔","코어 i5","CPU : i5-6200U(스카이레이크)","운영체제 : 윈도우10","SSD : 128GB","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.3GHz","메모리 타입 : DDR3L"
"삼성전자 아티브 NT900X3G-K58S","삼성전자 아티브 NT900X3G-K58S","http://shopping.naver.com/detail/detail.nhn?nv_mid=7390085716&cat_id=50000151&frm=NVSHCHK&query=","1,239,000","3,409,980","33.7","인텔","코어 i5","CPU : i5-4200U","운영체제 : 윈도우8.1","SSD : 128GB","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 1.6GHz","메모리 타입 : DDR3L"
"엘지전자 울트라 PC 그램 13ZD940-GX30K","엘지전자 울트라 PC 그램 13ZD940-GX30K","http://shopping.naver.com/detail/detail.nhn?nv_mid=7383946083&cat_id=50000151&frm=NVSHCHK&query=","898,820","1,210,900","33.78","인텔","코어 i3","CPU : i3-4005U","운영체제 : 미포함","SSD : 128GB","메모리 용량 : 4GB","해상도 : 1920x1080","CPU속도 : 1.7GHz","메모리 타입 : DDR3L"
"삼성전자 노트북9 metal NT900X5M-KWSE","삼성전자 노트북9 metal NT900X5M-KWSE","http://shopping.naver.com/detail/detail.nhn?nv_mid=10284233178&cat_id=50000151&frm=NVSHCHK&query=","1,916,940","2,900,700","38.1","인텔","코어 i7","CPU : i7-7500U(카비레이크)","운영체제 : 윈도우10","SSD : 512GB","메모리 용량 : 16GB","해상도 : 1920x1080","CPU속도 : 2.7GHz","메모리 타입 : LPDDR3"
"엘지전자 올데이 그램 15ZD970-GX75K","엘지전자 올데이 그램 15ZD970-GX75K","http://shopping.naver.com/detail/detail.nhn?nv_mid=10842006492&cat_id=50000151&frm=NVSHCHK&query=","1,669,000","1,819,960","39.6","인텔","코어 i7","CPU : i7-7500U(카비레이크)","운영체제 : 미포함","null","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.7GHz","메모리 타입 : DDR4"
"삼성전자 노트북9 Plus NT940X3K-K82S","삼성전자 노트북9 Plus NT940X3K-K82S","http://shopping.naver.com/detail/detail.nhn?nv_mid=8174887623&cat_id=50000151&frm=NVSHCHK&query=","1,499,000","2,327,860","33.7","인텔","코어 i7","CPU : i7-5500U","운영체제 : 윈도우8.1","SSD : 256GB","메모리 용량 : 8GB","해상도 : 3200x1800","CPU속도 : 2.4GHz","메모리 타입 : DDR3"
"삼성전자 노트북9 Lite NT910S3L-K14S","삼성전자 노트북9 Lite NT910S3L-K14S","http://shopping.naver.com/detail/detail.nhn?nv_mid=9303533812&cat_id=50000151&frm=NVSHCHK&query=","579,000","2,045,400","33.78","인텔","셀러론","CPU : 3855U","운영체제 : 윈도우10","SSD : 128GB","메모리 용량 : 4GB","해상도 : 1920x1080","CPU속도 : 1.6GHz","메모리 타입 : LPDDR3"
"레노버 아이디어패드 510S-14ISK i3","레노버 아이디어패드 510S-14ISK i3","http://shopping.naver.com/detail/detail.nhn?nv_mid=10021784892&cat_id=50000151&frm=NVSHCHK&query=","499,000","637,620","35.6","인텔","코어 i3","CPU : i3-6100U(스카이레이크)","운영체제 : 미포함","SSD : 128GB","메모리 용량 : 4GB","해상도 : 1920x1080","CPU속도 : 2.3GHz","메모리 타입 : DDR4"
"애플 맥북프로 MC976KH/A","애플 맥북프로 MC976KH/A","http://shopping.naver.com/detail/detail.nhn?nv_mid=6463082403&cat_id=50000151&frm=NVSHCHK&query=","3,188,880","4,500,000","39.11","인텔","코어 i7","CPU : i7-3720QM","운영체제 : OSX Lion","SSD : 512GB","메모리 용량 : 8GB","해상도 : 2880x1800","CPU속도 : 2.6GHz","메모리 타입 : DDR3"
"엘지전자 울트라 PC 15UD340-MX3FK","엘지전자 울트라 PC 15UD340-MX3FK","http://shopping.naver.com/detail/detail.nhn?nv_mid=10099920510&cat_id=50000151&frm=NVSHCHK&query=","499,000","644,080","39.6","인텔","팬티엄 쿼드-코어","CPU : N3540","운영체제 : 미포함","null","메모리 용량 : 4GB","해상도 : 1920x1080","CPU속도 : 2.16GHz","메모리 타입 : DDR3L"
